location_group,location_type,location_code,location,latitude,longitude
Mobil,Otobus 4G,IETT-K1159,IETT Otobus,0.0000000000,0.0000000000
Kultur Merkezi,KulturMerkezi,013-Gaziosmanpasa Sehir Sahnesi,GAZİOSMANPAŞA,41.0574500000,28.9159100000
Mobil,Metrobus,Metrobus-M4554,IETT Metrobus,0.0000000000,0.0000000000
Mobil,Otobus 3G,IETT-O3175,IETT Otobus,0.0000000000,0.0000000000
Yesil Alan,ParkBahceler,032-Beyoglu Park ve Bahceler,BEYOĞLU,41.0420100000,28.9939300000
Diger,AnadoluMeydan,018-Cekmekoy Meydan,ÇEKMEKÖY,41.0140700000,29.1902700000
Mobil,Otobus 4G,IETT-O1156,IETT Otobus,0.0000000000,0.0000000000
Hizmet Binasi,Bina,METRO-M4-01-Kadikoy,KADIKÖY,40.9910100000,29.0220800000
Tramvay Istasyonu,Istasyon,METRO M2-Tren 31,METRO M2,0.0000000000,0.0000000000
Mobil,Metrobus,Metrobus-M3234,IETT Metrobus,0.0000000000,0.0000000000
Mobil,Belnet,IETT-BLNT-34CHZ344,Belnet Otobus,0.0000000000,0.0000000000
Kultur Merkezi,KulturMerkezi,011-IBB Kabatas Iskele Santiye,BEYOĞLU,41.0338100000,28.9932900000
Hizmet Binasi,Bina,001-Seyrantepe IBB Depolari,KAĞITHANE,41.1010200000,28.9949300000
Hizmet Binasi,Bina,ISTAC-PENDIK,SİLİVRİ,40.5231300000,29.1419200000
Mobil,Otobus 4G,IETT-O1108,IETT Otobus,0.0000000000,0.0000000000
Mobil,Otobus 3G,IETT-K1618,IETT Otobus,0.0000000000,0.0000000000
Mobil,Otobus 4G,IETT-M2249,IETT Otobus,0.0000000000,0.0000000000
Mobil,Otobus 4G,IETT-O2148,IETT Otobus,0.0000000000,0.0000000000
Hizmet Binasi,Bina,METRO-M4-02-Ayrilikcesme,KADIKÖY,41.0003900000,29.0302000000
Hizmet Binasi,Bina,METRO-M4-10-Maltepe,MALTEPE,40.9360300000,29.1394700000
Mobil,Ulasim A.S.,IETT-A1820,IETT Otobus,0.0000000000,0.0000000000
Mobil,Otobus 4G,IETT-K1224,IETT Otobus,0.0000000000,0.0000000000
Hizmet Binasi,Itfaiye,007-Basaksehir Kayasehir Resneli Itfaiye,BAŞAKŞEHİR,41.0832700000,28.7411700000
Mobil,Otobus 4G,IETT-T1030,IETT Otobus,0.0000000000,0.0000000000
Mobil,Metrobus,Metrobus-M3190,IETT Metrobus,0.0000000000,0.0000000000
Mobil,Otobus 4G,IETT-M2536,IETT Otobus,0.0000000000,0.0000000000
Mobil,Otobus 4G,IETT-M2341,IETT Otobus,0.0000000000,0.0000000000
Mobil,Otobus 3G,IETT-O2288,IETT Otobus,0.0000000000,0.0000000000
Mobil,Otobus 3G,IETT-O3029,IETT Otobus,0.0000000000,0.0000000000
Tramvay Istasyonu,Istasyon,METRO T4-MESCIDI SELAM,SULTANGAZİ,41.1158800000,28.8516600000
Mobil,Ulasim A.S.,IETT-B1817,IETT Otobus,0.0000000000,0.0000000000
Mobil,Otobus 4G,IETT-B5291,IETT Otobus,0.0000000000,0.0000000000
Mobil,Otobus 4G,IETT-M2389,IETT Otobus,0.0000000000,0.0000000000
Hizmet Binasi,Bina,METRO-M4 Esenkent,MALTEPE,40.9209100000,29.1661100000
Ismek,Ismek,ISMEK-Bakirkoy,BAKIRKÖY,40.9793900000,28.8773900000
Yesil Alan,ParkBahceler,032-Kagithane Park ve Bahceler,KAĞITHANE,41.0655900000,28.9555600000
Diger,Arge,066-Esenyurt Kultur Merkezi IBB Teknoloji Atolyesi,ESENYURT,41.0284400000,28.6831600000
Koyler,Koy,070-Sile Sofular Koyu Meydan,ŞİLE,41.1723800000,29.4919000000
Kutuphane,Kutuphane,014-Eyupsultan Kutuphanesi,EYÜPSULTAN,41.0467300000,28.9360400000
Mobil,Otobus 4G,IETT-K1044,IETT Otobus,0.0000000000,0.0000000000
Diger,AvrupaMeydan,071-M2 Metro Ataturk Oto Sanayi Istasyon Girisi,SARIYER,41.1186300000,29.0238900000
Mobil,Otobus 4G,IETT-O1046,IETT Otobus,0.0000000000,0.0000000000
Mobil,Metrobus,Metrobus-A5055,IETT Metrobus,0.0000000000,0.0000000000
Koyler,Koy,070-Sile Karacakoy Meydan,ŞİLE,41.1508000000,29.7695100000
Mobil,Otobus 4G,IETT-O2229,IETT Otobus,0.0000000000,0.0000000000
Mobil,Otobus 4G,IETT-M4702,IETT Otobus,0.0000000000,0.0000000000
Mobil,Ulasim A.S.,IETT-B1755,IETT Otobus,0.0000000000,0.0000000000
Mobil,Otobus 4G,IETT-O2094,IETT Otobus,0.0000000000,0.0000000000
Mobil,Otobus 4G,IETT-B5206,IETT Otobus,0.0000000000,0.0000000000
Mobil,Otobus 4G,IETT-M4503,IETT Otobus,0.0000000000,0.0000000000
Mobil,Otobus 4G,IETT-M4720,IETT Otobus,0.0000000000,0.0000000000
Mobil,Otobus 4G,IETT-O1113,IETT Otobus,0.0000000000,0.0000000000
Mobil,Metrobus,Metrobus-A5056,IETT Metrobus,0.0000000000,0.0000000000
Mobil,Ulasim A.S.,IETT-A1741,IETT Otobus,0.0000000000,0.0000000000
Mobil,Otobus 3G,IETT-O2263,IETT Otobus,0.0000000000,0.0000000000
Diger,Universite,063-Medeniyet Universitesi,KADIKÖY,40.9953700000,29.0631700000
Mobil,Metrobus,Metrobus-O5098,IETT Metrobus,0.0000000000,0.0000000000
Mobil,Otobus 4G,IETT-M2303,IETT Otobus,0.0000000000,0.0000000000
Mobil,Metrobus,Metrobus-M3152,IETT Metrobus,0.0000000000,0.0000000000
Mobil,Metrobus,Metrobus-M4880,IETT Metrobus,0.0000000000,0.0000000000
Mobil,Otobus 4G,IETT-O1229,IETT Otobus,0.0000000000,0.0000000000
Mobil,Otobus 4G,IETT-O4016,IETT Otobus,0.0000000000,0.0000000000
Tramvay Istasyonu,Istasyon,METRO T1-CEVIZLIBAG,ZEYTİNBURNU,41.0160400000,28.9119000000
Mobil,Otobus 4G,IETT-O1239,IETT Otobus,0.0000000000,0.0000000000
Mobil,Otobus 3G,IETT-O3004,IETT Otobus,0.0000000000,0.0000000000
Tramvay Istasyonu,Istasyon,METRO T1-SULTANAHMET,FATİH,41.0081000000,28.9754900000
Mobil,Metrobus,Metrobus-M3160,IETT Metrobus,0.0000000000,0.0000000000
Diger,AvrupaMeydan,018-Sultangazi Meydan,SULTANGAZİ,41.1045900000,28.8622400000
Mobil,Otobus 4G,IETT-K1038,IETT Otobus,0.0000000000,0.0000000000
Tramvay Istasyonu,Istasyon,METRO M2-Tren 30,METRO M2,0.0000000000,0.0000000000
Mobil,Otobus 4G,IETT-O1100,IETT Otobus,0.0000000000,0.0000000000
Mobil,Otobus 4G,IETT-O2035,IETT Otobus,0.0000000000,0.0000000000
Mobil,Otobus 4G,IETT-T1066,IETT Otobus,0.0000000000,0.0000000000
Kutuphane,Kutuphane,014-Sancaktepe Yasar Kemal Kutuphanesi,SANCAKTEPE,41.0134600000,29.2064200000
Koyler,Koy,070-Catalca Subasi Koyu Meydan,ÇATALCA,41.2222600000,28.4550200000
Mobil,Otobus 4G,IETT-B5374,IETT Otobus,0.0000000000,0.0000000000
Mobil,Otobus 4G,IETT-M2239,IETT Otobus,0.0000000000,0.0000000000
Mobil,Metrobus,Metrobus-M3117,IETT Metrobus,0.0000000000,0.0000000000
Diger,Garaj,IETT Garaj-Topkapi-In,FATİH,41.0113300000,28.5547600000
Mobil,Otobus 4G,IETT-T1010,IETT Otobus,0.0000000000,0.0000000000
Mobil,Metrobus,Metrobus-O5043,IETT Metrobus,0.0000000000,0.0000000000
Mobil,Otobus 4G,IETT-O1198,IETT Otobus,0.0000000000,0.0000000000
Mobil,Otobus 4G,IETT-O1282,IETT Otobus,0.0000000000,0.0000000000
Sehir Hatlari Iskelesi,Iskele,027-Besiktas Uskudar Iskelesi,BEŞİKTAŞ,41.0424700000,29.0076800000
Mobil,Otobus 4G,IETT-B5101,IETT Otobus,0.0000000000,0.0000000000
Mobil,Metrobus,Metrobus-M3184,IETT Metrobus,0.0000000000,0.0000000000
Mobil,Otobus 3G,IETT-O3150,IETT Otobus,0.0000000000,0.0000000000
Mobil,Otobus 3G,IETT-K1609,IETT Otobus,0.0000000000,0.0000000000
Mobil,Metrobus,Metrobus-M4629,IETT Metrobus,0.0000000000,0.0000000000
Mobil,Otobus 4G,IETT-M2579,IETT Otobus,0.0000000000,0.0000000000
Hizmet Binasi,Kres,068-Sancaktepe Yuvamiz Istanbul,SANCAKTEPE,41.0160600000,29.2453400000
Hizmet Binasi,PDM,PDM-Gaziosmanpasa,GAZİOSMANPAŞA,41.0667700000,28.8976000000
Diger,AvrupaMeydan,018-Zeytinburnu 58. Bulvar,ZEYTİNBURNU,40.9901700000,28.9037000000
Yesil Alan,Park,031-Halkali Nurettin Sen Parki,KÜÇÜKÇEKMECE,41.0355200000,28.7835900000
Mobil,Otobus 4G,IETT-M2197,IETT Otobus,0.0000000000,0.0000000000
Mobil,Otobus 4G,IETT-K1576,IETT Otobus,0.0000000000,0.0000000000
Mobil,Otobus 4G,IETT-M2332,IETT Otobus,0.0000000000,0.0000000000
Mobil,Otobus 4G,IETT-O3057,IETT Otobus,0.0000000000,0.0000000000
Mobil,Metrobus,Metrobus-M4805,IETT Metrobus,0.0000000000,0.0000000000
Mobil,Otobus 4G,IETT-M4709,IETT Otobus,0.0000000000,0.0000000000
Mobil,Otobus 4G,IETT-M2515,IETT Otobus,0.0000000000,0.0000000000
Mobil,Otobus 4G,IETT-B5308,IETT Otobus,0.0000000000,0.0000000000
Mobil,Otobus 4G,IETT-M4730,IETT Otobus,0.0000000000,0.0000000000
Mobil,Metrobus,Metrobus-M4752,IETT Metrobus,0.0000000000,0.0000000000
Hizmet Binasi,Bina,001-Istanbul Planlama Ajansi Florya 4.Konut,BAKIRKÖY,40.9755200000,28.7858700000
Mobil,Otobus 3G,IETT-O3196,IETT Otobus,0.0000000000,0.0000000000
Mobil,Otobus 3G,IETT-O3131,IETT Otobus,0.0000000000,0.0000000000
Metrobus Duragi,Metrobus Duragi,069-Okmeydani Metrobus Duragi,KAĞITHANE,41.0566900000,28.9614900000
Mobil,Otobus 4G,IETT-K1182,IETT Otobus,0.0000000000,0.0000000000
Diger,AvrupaMeydan,018-Aksaray Meydan,FATİH,41.0112400000,28.9492900000
Mobil,Metrobus,Metrobus-M3194,IETT Metrobus,0.0000000000,0.0000000000
Mobil,Metrobus,Metrobus-M3076,IETT Metrobus,0.0000000000,0.0000000000
Mobil,Otobus 4G,IETT-O3242,IETT Otobus,0.0000000000,0.0000000000
Mobil,Otobus 4G,IETT-O2092,IETT Otobus,0.0000000000,0.0000000000
Mobil,Otobus 4G,IETT-M2130,IETT Otobus,0.0000000000,0.0000000000
Mobil,Otobus 4G,IETT-O1261,IETT Otobus,0.0000000000,0.0000000000
Hizmet Binasi,Bina,METRO-M6-03-Etiler,BEŞİKTAŞ,41.0824500000,29.0383100000
Mobil,Otobus 3G,IETT-O2283,IETT Otobus,0.0000000000,0.0000000000
Tramvay Istasyonu,Istasyon,METRO M2-Tren 33,METRO M2,0.0000000000,0.0000000000
Koyler,Koy,070-Sile Hasanli Koyu Meydan,ŞİLE,41.0168600000,29.6662700000
Mobil,Otobus 4G,IETT-M2382,IETT Otobus,0.0000000000,0.0000000000
Mobil,Otobus 4G,IETT-B5086,IETT Otobus,0.0000000000,0.0000000000
Mobil,Otobus 4G,IETT-M2084,IETT Otobus,0.0000000000,0.0000000000
Mobil,Metrobus,Metrobus-O5035,IETT Metrobus,0.0000000000,0.0000000000
Mobil,Otobus 3G,IETT-O3115,IETT Otobus,0.0000000000,0.0000000000
Mobil,Metrobus,Metrobus-M4842,IETT Metrobus,0.0000000000,0.0000000000
Hizmet Binasi,Itfaiye,007-Beykoz Kavacik Itfaiye,BEYKOZ,41.0536000000,29.0557000000
Mobil,Otobus 4G,IETT-O1190,IETT Otobus,0.0000000000,0.0000000000
Mobil,Otobus 3G,IETT-O2256,IETT Otobus,0.0000000000,0.0000000000
Mobil,Otobus 4G,IETT-B5047,IETT Otobus,0.0000000000,0.0000000000
Mobil,Ulasim A.S.,IETT-B1518,IETT Otobus,0.0000000000,0.0000000000
Tramvay Istasyonu,Istasyon,METRO T1-ZEYTINBURNU,ZEYTİNBURNU,41.0014800000,28.8902200000
Mobil,Metrobus,Metrobus-M3122,IETT Metrobus,0.0000000000,0.0000000000
Yesil Alan,ParkBahceler,032-Safa Tepesi Park ve Bahceler,SANCAKTEPE,41.0121800000,29.2547000000
Yesil Alan,Park,031-Bogazici Imar Mudurlugu Bahce,SARIYER,41.1351600000,29.0264300000
Mobil,Otobus 3G,IETT-K1545,IETT Otobus,0.0000000000,0.0000000000
Mobil,Otobus 4G,IETT-B5046,IETT Otobus,0.0000000000,0.0000000000
Mobil,Metrobus,Metrobus-M4584,IETT Metrobus,0.0000000000,0.0000000000
Hizmet Binasi,Itfaiye,007-Buyukada Itfaiye,ADALAR,40.8718600000,29.1378300000
Hizmet Binasi,Bina,EXTENDED,İSTANBUL,0.0000000000,0.0000000000
Mobil,Ulasim A.S.,IETT-C1500,IETT Otobus,0.0000000000,0.0000000000
Mobil,Otobus 3G,IETT-O3011,IETT Otobus,0.0000000000,0.0000000000
Hizmet Binasi,Bina,001-Beylikduzu Vektorler Birimi,BEYLİKDÜZÜ,41.0002400000,28.6423500000
Mobil,Otobus 4G,IETT-O1010,IETT Otobus,0.0000000000,0.0000000000
Mobil,Otobus 4G,IETT-T1104,IETT Otobus,0.0000000000,0.0000000000
Mobil,Metrobus,Metrobus-M4662,IETT Metrobus,0.0000000000,0.0000000000
Kutuphane,Kutuphane,014-Prof.Dr. Ilhan Varank Kutuphanesi,SULTANBEYLİ,40.9691200000,29.2669400000
Tramvay Istasyonu,Istasyon,METRO T1-FINDIKLI,BEYOĞLU,41.0314800000,28.9894300000
Mobil,Otobus 4G,IETT-K1799,IETT Otobus,0.0000000000,0.0000000000
Diger,AvrupaMeydan,018-Kucukcekmece Etkinlik Alani,KÜÇÜKÇEKMECE,41.0080500000,28.7933500000
Mobil,Otobus 4G,IETT-B5064,IETT Otobus,0.0000000000,0.0000000000
Mobil,Otobus 4G,IETT-B5114,IETT Otobus,0.0000000000,0.0000000000
Mobil,Otobus 4G,IETT-O3069,IETT Otobus,0.0000000000,0.0000000000
Mobil,Metrobus,Metrobus-M4571,IETT Metrobus,0.0000000000,0.0000000000
Mobil,Otobus 4G,IETT-B5281,IETT Otobus,0.0000000000,0.0000000000
Mobil,Otobus 3G,IETT-O3022,IETT Otobus,0.0000000000,0.0000000000
Yesil Alan,ParkBahceler,032-Gaziosmanpasa Park ve Bahceler,GAZİOSMANPAŞA,41.1035000000,28.8768900000
Hizmet Binasi,Bina,061-Umraniye Hekimbasi Yol Bakim,ÜMRANİYE,41.0574100000,29.1065300000
Mobil,Otobus 3G,IETT-O3179,IETT Otobus,0.0000000000,0.0000000000
Mobil,Otobus 4G,IETT-O2201,IETT Otobus,0.0000000000,0.0000000000
Mobil,Ulasim A.S.,IETT-B1879,IETT Otobus,0.0000000000,0.0000000000
Mobil,Otobus 4G,IETT-B5025,IETT Otobus,0.0000000000,0.0000000000
Mobil,Metrobus,Metrobus-M4813,IETT Metrobus,0.0000000000,0.0000000000
Mobil,Otobus 4G,IETT-O2163,IETT Otobus,0.0000000000,0.0000000000
Mobil,Otobus 3G,IETT-K1564,IETT Otobus,0.0000000000,0.0000000000
Mobil,Otobus 4G,IETT-O3059,IETT Otobus,0.0000000000,0.0000000000
Koyler,Koy,070-Sile Erenler Koyu Meydan,ŞİLE,41.1207600000,29.5646200000
Mobil,Metrobus,Metrobus-M3031,IETT Metrobus,0.0000000000,0.0000000000
Mobil,Metrobus,Metrobus-M4847,IETT Metrobus,0.0000000000,0.0000000000
Mobil,Otobus 3G,IETT-K1565,IETT Otobus,0.0000000000,0.0000000000
Mobil,Ulasim A.S.,IETT-A1819,IETT Otobus,0.0000000000,0.0000000000
Mobil,Otobus 4G,IETT-B5001,IETT Otobus,0.0000000000,0.0000000000
Spor Tesisi,Spor,025-Sultangazi Spor Tesisleri,SULTANGAZİ,41.1010700000,28.9161100000
Mobil,Metrobus,Metrobus-O5037,IETT Metrobus,0.0000000000,0.0000000000
Mobil,Ulasim A.S.,IETT-B1851,IETT Otobus,0.0000000000,0.0000000000
Mobil,Ulasim A.S.,IETT-B1840,IETT Otobus,0.0000000000,0.0000000000
Mobil,Otobus 4G,IETT-O1058,IETT Otobus,0.0000000000,0.0000000000
Hizmet Binasi,Bina,METRO-M8-02-HUZUR,ÜMRANİYE,41.0226700000,29.1596200000
Mobil,Otobus 4G,IETT-O1199,IETT Otobus,0.0000000000,0.0000000000
Mobil,Otobus 3G,IETT-K1614,IETT Otobus,0.0000000000,0.0000000000
Mobil,Metrobus,Metrobus-M3211,IETT Metrobus,0.0000000000,0.0000000000
Mobil,Otobus 3G,IETT-K1717,IETT Otobus,0.0000000000,0.0000000000
Mobil,Otobus 4G,IETT-M2251,IETT Otobus,0.0000000000,0.0000000000
Mobil,Otobus 4G,IETT-B5301,IETT Otobus,0.0000000000,0.0000000000
Mobil,Otobus 4G,IETT-B5108,IETT Otobus,0.0000000000,0.0000000000
Mobil,Otobus 4G,IETT-M2238,IETT Otobus,0.0000000000,0.0000000000
Mobil,Otobus 3G,IETT-O2267,IETT Otobus,0.0000000000,0.0000000000
Hizmet Binasi,Bina,METRO-F4-01-Asiyan,BEŞİKTAŞ,41.0814300000,29.0543100000
Mobil,Metrobus,Metrobus-M4559,IETT Metrobus,0.0000000000,0.0000000000
Mobil,Otobus 3G,IETT-O2255,IETT Otobus,0.0000000000,0.0000000000
Mobil,Otobus 4G,IETT-B5241,IETT Otobus,0.0000000000,0.0000000000
Mobil,Belnet,BELNET-34ZC6160,Belnet Otobus,0.0000000000,0.0000000000
Mobil,Otobus 3G,IETT-K1726,IETT Otobus,0.0000000000,0.0000000000
Kultur Merkezi,KulturMerkezi,011-Harbiye Cemil Topuzlu Acik Hava Sahnesi,ŞİŞLİ,41.0460400000,28.9900200000
Mobil,Metrobus,Metrobus-M4582,IETT Metrobus,0.0000000000,0.0000000000
Otobus Duragi,Durak,038-Beylikduzu Otobus Duragi,BEYLİKDÜZÜ,41.0088400000,28.6577300000
Mobil,Otobus 4G,IETT-O1028,IETT Otobus,0.0000000000,0.0000000000
Mobil,Otobus 4G,IETT-K1046,IETT Otobus,0.0000000000,0.0000000000
Mobil,Otobus 3G,IETT-K1659,IETT Otobus,0.0000000000,0.0000000000
Mobil,Metrobus,Metrobus-M3046,IETT Metrobus,0.0000000000,0.0000000000
Mobil,Belnet,IETT-BLNT-34FIZ409,Belnet Otobus,0.0000000000,0.0000000000
Yesil Alan,ParkBahceler,032-Sariyer Park ve Bahceler,SARIYER,41.1389500000,29.0308500000
Hizmet Binasi,Itfaiye,007-Anadolu Yakasi Itfaiye Mudurlugu,ÜSKÜDAR,41.0198500000,29.0116000000
Mobil,Otobus 4G,IETT-B5303,IETT Otobus,0.0000000000,0.0000000000
Mobil,Otobus 4G,IETT-B5268,IETT Otobus,0.0000000000,0.0000000000
Hizmet Binasi,Itfaiye,007-Buyukcekmece Mimar Sinan Itfaiye,BÜYÜKÇEKMECE,41.0128600000,28.5449300000
Mobil,Otobus 4G,IETT-B5210,IETT Otobus,0.0000000000,0.0000000000
Mobil,Otobus 3G,IETT-O3027,IETT Otobus,0.0000000000,0.0000000000
Mobil,Metrobus,Metrobus-M4545,IETT Metrobus,0.0000000000,0.0000000000
Mobil,Metrobus,Metrobus-M3014,IETT Metrobus,0.0000000000,0.0000000000
Mobil,Otobus 3G,IETT-O2287,IETT Otobus,0.0000000000,0.0000000000
Mobil,Otobus 3G,IETT-O3185,IETT Otobus,0.0000000000,0.0000000000
Hizmet Binasi,Bina,IGDAS_Avcilar,AVCILAR,40.9959900000,28.7128300000
Mobil,Otobus 4G,IETT-O2080,IETT Otobus,0.0000000000,0.0000000000
Mobil,Otobus 3G,IETT-K1663,IETT Otobus,0.0000000000,0.0000000000
Mobil,Otobus 4G,IETT-O1117,IETT Otobus,0.0000000000,0.0000000000
Mobil,Ulasim A.S.,IETT-C1625,IETT Otobus,0.0000000000,0.0000000000
Mobil,Metrobus,Metrobus-A5053,IETT Metrobus,0.0000000000,0.0000000000
Mobil,Otobus 4G,IETT-B4018,IETT Otobus,0.0000000000,0.0000000000
Mobil,Otobus 4G,IETT-O4011,IETT Otobus,0.0000000000,0.0000000000
Diger,AnadoluMeydan,018-Uskudar Kuleli Sahil,ÜSKÜDAR,41.0602200000,29.0527600000
Mobil,Otobus 4G,IETT-O1134,IETT Otobus,0.0000000000,0.0000000000
Mobil,Otobus 4G,IETT-B5189,IETT Otobus,0.0000000000,0.0000000000
Mobil,Metrobus,Metrobus-M4835,IETT Metrobus,0.0000000000,0.0000000000
Mobil,Otobus 4G,IETT-M2212,IETT Otobus,0.0000000000,0.0000000000
Diger,AnadoluMeydan,018-Kartal Koprusu,KARTAL,40.9071600000,29.2116900000
Mobil,Metrobus,Metrobus-M3215,IETT Metrobus,0.0000000000,0.0000000000
Hizmet Binasi,Bina,METRO-M3-02-BasakKonutlari,BAŞAKŞEHİR,41.0975000000,28.7912900000
Mobil,Otobus 4G,IETT-O1035,IETT Otobus,0.0000000000,0.0000000000
Mobil,Otobus 4G,IETT-B5325,IETT Otobus,0.0000000000,0.0000000000
Hizmet Binasi,Bina,METRO-M2-06-Osmanbey,ŞİŞLİ,41.0531300000,28.9874600000
Mobil,Otobus 4G,IETT-K1781,IETT Otobus,0.0000000000,0.0000000000
Hizmet Binasi,Itfaiye,007-Bahcelievler Kocasinan Itfaiye,BAHÇELİEVLER,41.0139900000,28.8370700000
Mobil,Otobus 4G,IETT-M2220,IETT Otobus,0.0000000000,0.0000000000
Mobil,Otobus 4G,IETT-O1131,IETT Otobus,0.0000000000,0.0000000000
Mobil,Otobus 4G,IETT-O2172,IETT Otobus,0.0000000000,0.0000000000
Metrobus Duragi,Metrobus Duragi,069-Bahcelievler Metrobus Duragi,BAHÇELİEVLER,40.9950500000,28.8634600000
Hizmet Binasi,Bina,061-Kartal Omerli Yol Bakim,KARTAL,41.0774200000,29.3388500000
Mobil,Otobus 4G,IETT-O2032,IETT Otobus,0.0000000000,0.0000000000
Mobil,Otobus 4G,IETT-B5192,IETT Otobus,0.0000000000,0.0000000000
Hizmet Binasi,Bina,001-Kartal Ilaclama Birimi,KARTAL,40.9143400000,29.1883200000
Mobil,Ulasim A.S.,IETT-C1769,IETT Otobus,0.0000000000,0.0000000000
Mobil,Ulasim A.S.,IETT-A1822,IETT Otobus,0.0000000000,0.0000000000
Mobil,Otobus 4G,IETT-O1257,IETT Otobus,0.0000000000,0.0000000000
Mobil,Otobus 4G,IETT-K1067,IETT Otobus,0.0000000000,0.0000000000
Hizmet Binasi,Itfaiye,007-Arnavutkoy Itfaiye,ARNAVUTKÖY,41.2013200000,28.7288800000
Mobil,Metrobus,Metrobus-M4839,IETT Metrobus,0.0000000000,0.0000000000
Mobil,Otobus 4G,IETT-012-Enver Oren Kultur Merkezi,IETT Otobus,41.0136100000,28.8187500000
Mobil,Belnet,IETT-BLNT-34FIZ208,Belnet Otobus,0.0000000000,0.0000000000
Mobil,Otobus 4G,IETT-M2208,IETT Otobus,0.0000000000,0.0000000000
Mobil,Metrobus,Metrobus-M4898,IETT Metrobus,0.0000000000,0.0000000000
Mobil,Otobus 3G,IETT-K1516,IETT Otobus,0.0000000000,0.0000000000
Mobil,Belnet,IETT-BLNT-34FCZ702,Belnet Otobus,0.0000000000,0.0000000000
Mobil,Otobus 4G,IETT-O2072,IETT Otobus,0.0000000000,0.0000000000
Mobil,Metrobus,Metrobus-M4854,IETT Metrobus,0.0000000000,0.0000000000
Hizmet Binasi,Bina,ISKI-Bayrampasa,BAYRAMPAŞA,41.0740400000,28.8847800000
Mobil,Otobus 4G,IETT-B5372,IETT Otobus,0.0000000000,0.0000000000
Mobil,Otobus 4G,IETT-M2322,IETT Otobus,0.0000000000,0.0000000000
Hizmet Binasi,Bina,001-Basaksehir Data Center,BAŞAKŞEHİR,41.1070000000,28.8013100000
Mobil,Otobus 4G,IETT-M2204,IETT Otobus,0.0000000000,0.0000000000
Yesil Alan,Park,031-Pendik Yasam Vadisi,PENDİK,40.9334000000,29.2917500000
Hizmet Binasi,Bina,METRO-M4-18-Pendik,PENDİK,40.8888000000,29.2382300000
Mobil,Metrobus,Metrobus-M4875,IETT Metrobus,0.0000000000,0.0000000000
Mobil,Belnet,IETT-BLNT-34FJA863,Belnet Otobus,0.0000000000,0.0000000000
Hizmet Binasi,Bina,001-Kartal Ozgem,KARTAL,40.8942300000,29.1837400000
Mobil,Belnet,IETT-BLNT-34FEG834,Belnet Otobus,0.0000000000,0.0000000000
Mobil,Otobus 4G,IETT-M2109,IETT Otobus,0.0000000000,0.0000000000
Mobil,Metrobus,Metrobus-M3140,IETT Metrobus,0.0000000000,0.0000000000
Mobil,Otobus 4G,IETT-M2392,IETT Otobus,0.0000000000,0.0000000000
Otobus Duragi,Durak,038-Cevizlibag Otobus Duragi,ZEYTİNBURNU,41.0160000000,28.9109900000
Diger,Arge,066-Kartal Ugur Mumcu Ders Atolyesi,KARTAL,40.9308100000,29.2145200000
Mobil,Otobus 4G,IETT-O3087,IETT Otobus,0.0000000000,0.0000000000
Mobil,Ulasim A.S.,IETT-A1734,IETT Otobus,0.0000000000,0.0000000000
Mobil,Otobus 4G,IETT-B5373,IETT Otobus,0.0000000000,0.0000000000
Mobil,Otobus 4G,IETT-O3054,IETT Otobus,0.0000000000,0.0000000000
Ismek,Ismek,ISMEK-Esenler Fatih Mahallesi,ESENLER,41.0217800000,28.8416000000
Tramvay Istasyonu,Istasyon,METRO M2-Tren 45,METRO M2,0.0000000000,0.0000000000
Koyler,Koy,070-Sile Darlik Koyu Meydan,ŞİLE,41.0433500000,29.5753100000
Tramvay Istasyonu,Istasyon,METRO T1-GULHANE,FATİH,41.0118100000,28.9782100000
Mobil,Otobus 4G,IETT-O3250,IETT Otobus,0.0000000000,0.0000000000
Mobil,Ulasim A.S.,IETT-B1773,IETT Otobus,0.0000000000,0.0000000000
Mobil,Otobus 4G,IETT-O1132,IETT Otobus,0.0000000000,0.0000000000
Mobil,Metrobus,Metrobus-M4861,IETT Metrobus,0.0000000000,0.0000000000
Mobil,Metrobus,Metrobus-M4897,IETT Metrobus,0.0000000000,0.0000000000
Hizmet Binasi,Bina,METRO-M7-12-YesilpinarSor,EYÜPSULTAN,41.0825700000,28.9180700000
Mobil,Otobus 4G,IETT-O4005,IETT Otobus,0.0000000000,0.0000000000
Mobil,Otobus 4G,IETT-O3241,IETT Otobus,0.0000000000,0.0000000000
Tramvay Istasyonu,Istasyon,METRO T4-KIPTAS VENEZIA,SULTANGAZİ,41.0812700000,28.8746700000
Hizmet Binasi,Bina,001-Kucukcekmece Kent Donatilar Mudurlugu,KÜÇÜKÇEKMECE,41.0075900000,28.7737000000
Mobil,Otobus 4G,IETT-T1048,IETT Otobus,0.0000000000,0.0000000000
Hizmet Binasi,Kres,068-Kartal Cavusoglu Yuvamiz Istanbul,KARTAL,40.8951800000,29.2094900000
Mobil,Metrobus,Metrobus-O5097,IETT Metrobus,0.0000000000,0.0000000000
Mobil,Otobus 4G,IETT-M4524,IETT Otobus,0.0000000000,0.0000000000
Tramvay Istasyonu,Istasyon,METRO T1-MERTER,GÜNGÖREN,41.0117800000,28.8807400000
Hizmet Binasi,Bina,001-Tuzla Tepeoren Hayvan Bakim Evi,TUZLA,40.9647100000,29.4061900000
Mobil,Metrobus,Metrobus-M4555,IETT Metrobus,0.0000000000,0.0000000000
